Nama,Nama_Toko,Harga,banyak_terjual,Rating,Link,Komentar
"Fantech Raigor Gen III WG12R / WG12 Wireless Rechargeable Gaming Mouse - WG12R Recharge, Black",Chemicy Gaming,Rp89.000,13,5,https://www.tokopedia.com/chemicygaming/fantech-raigor-gen-iii-wg12r-wg12-wireless-rechargeable-gaming-mouse-wg12r-recharge-black-e7ce5?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,Nyaman dan praktis tinggal plug and play || Ok 👍👍👍
HyperX Pulsefire Raid RGB Programmable Gaming Mouse,Chemicy Gaming,Rp769.000,19,5,https://www.tokopedia.com/chemicygaming/hyperx-pulsefire-raid-rgb-programmable-gaming-mouse?extParam=whid%3D70839%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"produk sesuai deskripsi tombol banyak buat ngebind di game pelayanan cepat, mantappp || Barang diterima dengan cepat dari estimasi, sesuai dengan deskripsi dan tanpa cacat. terima kasihh || Produk bagus dan sangat bermanfaat"
Razer Cobra Pro RGB Lightweight Wireless Gaming Mouse - Black,Chemicy Gaming,Rp2.049.000,5,5,https://www.tokopedia.com/chemicygaming/razer-cobra-pro-rgb-lightweight-wireless-gaming-mouse-black-4e819?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,
Rexus Xierra X18 / X-18 Rifle RGB Ergonomic Gaming Mouse - Hitam,Chemicy Gaming,Rp159.000,12,5,https://www.tokopedia.com/chemicygaming/rexus-xierra-x18-x-18-rifle-rgb-ergonomic-gaming-mouse-hitam?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,"respon toko mantap. packing bagus. pengiriman cepat. untuk reviu mouse x18 ini, menurut saya cukup bagus di harganya, saya beli ini karena ada warna putihnya (cakep war... || Nyaman dan praktis tinggal plug and play Ukuran mouse pas ditangan. Best value mouse enak banget di grip, pinggir kanan kiri udah semi karet jadi ga licin, shortcut butto... || ganteng pol, sangat worth it di range harganya, dapet bonus stiker sama ganci lagi hehe tinggal cek ketahanannya nih bakal kuat sampe berapa lama ya..."
Steelseries Aerox 3 Snow RGB Wireless Ultra-Lightweight Gaming Mouse - GARANSI 1 TAHUN,Chemicy Gaming,Rp1.749.000,24,5,https://www.tokopedia.com/chemicygaming/steelseries-aerox-3-snow-rgb-wireless-ultra-lightweight-gaming-mouse-garansi-1-tahun-3c194?extParam=whid%3D70839%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,Nyaman dan praktis tinggal plug and play Ukuran mouse pas ditangan. Best value mouse || mantap barang diterima dengan baik || Cakep
HyperX Pulsefire FPS Pro RGB Gaming Mouse,,Rp699.000,50+,4.9,https://www.tokopedia.com/chemicygaming/hyperx-pulsefire-fps-pro-rgb-gaming-mouse?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,Joss yagesya.. || Suara okay dgn harga cukup ekonomis || 
Zowie BenQ U2 / U-2 Symmetrical Wireless Gaming Mouse,Chemicy Gaming,Rp2.889.000,7,5,https://www.tokopedia.com/chemicygaming/zowie-benq-u2-u-2-symmetrical-wireless-gaming-mouse?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,
Steelseries Aerox 3 Ghost RGB Wireless Gaming Mouse,Chemicy Gaming,Rp1.749.000,26,5,https://www.tokopedia.com/chemicygaming/steelseries-aerox-3-ghost-rgb-wireless-gaming-mouse?extParam=whid%3D70839%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"Akhirnya dapet yg limited edition jugaaa, sumpah cakep bgt huhu. Ringan bgt mousenya (maklum sebelumnya pake series logitech G102). Dan yg paling penting berfungsi normal... || cakep bener ini mousenya, worth untuk harganya👏🏼 || well, harga segini bisa dpt ""mouse lain"" yg katanya s tier, tapiiii liat dehhh ganteng parahhhh, jadiii no regretttt, soal performa ga usah ditanya kl steelseries..."
Ajazz AJ159 Pro Wireless Gaming Mouse with RGB Charging Station - White,Chemicy Gaming,Rp619.000,5,5,https://www.tokopedia.com/chemicygaming/ajazz-aj159-pro-wireless-gaming-mouse-with-rgb-charging-station-white-d06cb?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,"mantap, isi lengkap, dapet bonus keychain juga👍"
Steelseries Prime Pro Series Ultraweight Gaming Mouse - No Warranty,Chemicy Gaming,Rp479.000,23,5,https://www.tokopedia.com/chemicygaming/steelseries-prime-pro-series-ultraweight-gaming-mouse-no-warranty-842d9?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,"Shape mouse nya enak banget di tangan gw yg panjangnya 19cm dengan grip palm, relaxed claw, tekstur shell nya enak di tangan, beratnya lumayan ringan di 69 gram, Prestige... || Manteb Kualitasnya! Moga Langgen. Steelseries Ngga Kalah bagus sama Razer 🔥💪🔥 || As always pelayanan dan item selalu bintang numba wan"
Steelseries Aerox 5 RGB Ultra-Lightweight Gaming Mouse,Chemicy Gaming,Rp1.469.000,18,4.9,https://www.tokopedia.com/chemicygaming/steelseries-aerox-5-rgb-ultra-lightweight-gaming-mouse?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,"Ukuran mouse pas ditangan, Best value mouse, Nyaman dan praktis tinggal plug and play. || Seller super fast response, TOP 👍 || MENGERIIIII"
Razer Cobra RGB Lightweight Wired Gaming Mouse,Chemicy Gaming,Rp699.000,6,5,https://www.tokopedia.com/chemicygaming/razer-cobra-rgb-lightweight-wired-gaming-mouse?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,"bagus ,sangat nyaman || Mirip banget sama viper mini"
Steelseries Rival 600 Gaming Mouse - GARANSI 1 TAHUN,Chemicy Gaming,Rp989.000,100+,5,https://www.tokopedia.com/chemicygaming/steelseries-rival-600-gaming-mouse-garansi-1-tahun-1a08e?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,"barang diterima dgn baik dan cepat, fungsi normal👍👍👍👍👍 || mantap || Memang terbaik chemicy ga nyesel deh order disini"
Vortex Series Inno X2M / X-2M Ultra Lightweight Wireless Gaming Mouse,Chemicy Gaming,Rp1.124.000,8,5,https://www.tokopedia.com/chemicygaming/vortex-series-inno-x2m-x-2m-ultra-lightweight-wireless-gaming-mouse?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,"baru dipake kurang lebih 2-3 hari dah gini switchnya edit: after salesnya ramah, dan langsung dapet unit baru || mouse ringan parah, datang sampai selamat, terimakasih mincu || Mantul,pelayanan cepat dan mousenya mantul. Semoga awet ga ada kendala.makasi ka"
Ajazz AJ159P / AJ159 P Wireless Gaming Mouse with RGB Charging Station - Hitam,Chemicy Gaming,Rp579.000,14,5,https://www.tokopedia.com/chemicygaming/ajazz-aj159p-aj159-p-wireless-gaming-mouse-with-rgb-charging-station-hitam-a0ca0?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,Mantap
Steelseries Aerox 3 Onyx RGB Wireless Ultra-Lightweight Gaming Mouse - Warranty,,Rp1.749.000,30+,5,https://www.tokopedia.com/chemicygaming/steelseries-aerox-3-onyx-rgb-wireless-ultra-lightweight-gaming-mouse-warranty-22b67?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,keren & selalu puas dengan layanan purnajual adminnya. ||  || 
Razer Deathadder Essential Mercury Gaming Mouse,Chemicy Gaming,Rp259.000,100+,5,https://www.tokopedia.com/chemicygaming/razer-deathadder-essential-mercury-gaming-mouse?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,"cakep bangeeet. pelayanan dan konfirmasi juga cepat. thank you seller || packing nya safety banget, kualitas barang bagus || mantab, pas banget di tangan, putih kayak salju. semoga aja gk cepet kotor :)"
HyperX Pulsefire Haste 2 Wired Lightweight Gaming Mouse - Putih - Putih,Chemicy Gaming,Rp749.000,19,5,https://www.tokopedia.com/chemicygaming/hyperx-pulsefire-haste-2-wired-lightweight-gaming-mouse-putih-068e6?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,"pemakaian udah 1 minggu an dan overall suka banget sama mousenya. nyari wired mouse yang bagus? ya cuman si hyperX ini || Barang sampai dengan aman, original, dulu beli yg haste pertama disini juga, muncul yang haste 2 beli disini lagi 👌😎 || asalnya sempet kaget foto bukti pengiriman yg dikirim kurir kok beda alamatnya, tapi syukur engga"
Rexus KM9 Combo Bundle Wireless Gaming Keyboard & Mouse - Merah Muda,Chemicy Gaming,Rp229.000,5,5,https://www.tokopedia.com/chemicygaming/rexus-km9-combo-bundle-wireless-gaming-keyboard-mouse-merah-muda?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,"Kualitas ok, sesuai dgn nama besar di dunia gaming"
Cooler Master MM712 / MM-712 Wireless Gaming Mouse - Putih,Chemicy Gaming,Rp699.000,6,5,https://www.tokopedia.com/chemicygaming/cooler-master-mm712-mm-712-wireless-gaming-mouse-putih-d8ef7?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,"Mending ini lah, dari pada mouse mouse china || Ukuran mouse pas ditangan. Nyaman dan praktis tinggal plug and play || Barang mantap... Box datang mulus dan aman. Untuk harga segini susah dikalahin untuk shape dan berat. Scroll wheel agak terlalu halus untuk dipake konsisten kl sambil mai..."
MSI Clutch GM41 RGB Wireless Lightweight Gaming Mouse,Chemicy Gaming,Rp1.199.000,4,5,https://www.tokopedia.com/chemicygaming/msi-clutch-gm41-rgb-wireless-lightweight-gaming-mouse?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,Respon Terbaik 👍👍 || barang nya sampai dengan aman sentosa
Fantech Venom II WGC2 / WGC-2 Wireless RGB Gaming Mouse - Putih,Chemicy Gaming,Rp175.000,100+,5,https://www.tokopedia.com/chemicygaming/fantech-venom-ii-wgc2-wgc-2-wireless-rgb-gaming-mouse-putih?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,"barang aman, packaging aman & tidak ada kerusakan, semua lengkap, murah & berkualitas smeoga tahan lama. toko fast response & ramah || pesanan sampai dengan selamat, ada sedikit kendala pada dongle mousenya, setelah coba claim direspon dengan baik oleh toko dan dibantu penanganan nya ke pihak distributor... || Barangnya oke banget, beli yang putih pas nyampe keliatan clean banget, penjual fastresp. Sayang aja sensornya agak kurang, kadang digerakkin kalo mousenya ga diteken, cu..."
Logitech G402 Hyperion Fury,Chemicy Gaming,Rp499.000,90+,5,https://www.tokopedia.com/chemicygaming/logitech-g402-hyperion-fury?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,"ga pernah kecewa belanja disini || Terima kasih, paketnya sesuai dengan pesanan dan packagingnya rapih || terimakasih chemicy gaming...top best seller!!"
Ajazz AJ159 APEX / AJ-159 APEX Ultra-lightweight Wireless Gaming Mouse with Magnetic Charging Base - White,Chemicy Gaming,Rp999.000,6,5,https://www.tokopedia.com/chemicygaming/ajazz-aj159-apex-aj-159-apex-ultra-lightweight-wireless-gaming-mouse-with-magnetic-charging-base-white-14b8a?extParam=src%3Dshop%26whid%3D70839&aff_unique_id=&channel=others&chain_key=,
