Nama,Nama_Toko,Harga,banyak_terjual,Rating,Link,Komentar
Steelseries Rival 600 Gaming Mouse - Black,Clover Gaming Indonesia,Rp990.000,60+,4.9,https://www.tokopedia.com/clover-gaming/steelseries-rival-600-gaming-mouse-1729383463179683688?extParam=whid%3D709918%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"Mantap deh. Salah satu toko Equipment Gaming/PC terlengkap di Bandung. Akhir bulan lagi ingin upgrade Setup Desktop, tapi males keluar + takut akang Kopid-19. Jadinya kir... || Pengiriman L A M A . . . Udah mahal2 pilih instant kurir pagi2, dikirim nya tetep sore2. slow, bintang 1. || Produk sesuai dengan deskripsi, harga bersaing, seller ramah dan pengiriman cepat. Tunggu orderan ane berikutnya gan"
Rexus Daxa Pro Air Mini - Daxa Air Mini Wireless Gaming Mouse - Black,Clover Gaming Indonesia,Rp599.000,30+,5,https://www.tokopedia.com/clover-gaming/rexus-daxa-pro-air-mini-daxa-air-mini-wireless-gaming-mouse-1729561832327908200?extParam=whid%3D709918%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"Ukuran mouse pas ditangan. Nyaman dan praktis tinggal plug and play. Dapet Extender pula dan lengkap. Untuk tangan 18x10 untuk Fingertip dan Claw Grip cocok dan nyaman. A... || barang aman, respon seller sat set, mousenya ringan, mantap! || 1 bulan lebih pemakaian Worth it. Ringan, dedain ergonomic, Sensor yg mumpuni, wireless dongle tidak delay. Cocok untuk para gamers FPS seperti Valorant, CSGO, APEX, DLL...."
Fantech Kanata S VX9S / VX-9S Wired Gaming Mouse Ambidextrous VX 9S - VX9,Clover Gaming Indonesia,Rp85.000,250+,5,https://www.tokopedia.com/clover-gaming/fantech-kanata-s-vx9s-vx-9s-wired-gaming-mouse-ambidextrous-vx-9s-vx9-4a362?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"mouse-nya memang bagus kerja bagus fantech, toko juga bagus barang baik, fast response. cuman opsi dari kurir rekomendasi Tokopedia nya aja yg aneh dan buruk. || Enak dipakai, kemasan keren banget, RGB bisa di atur pske aplikasi begitu juga sensitifitasnya. Sipp banget mouse pertama saya || Barangnya bagus, enak juga buat main valo"
Fantech GO WK897 / WK- 897 GO MOCHI80 Wireless Mouse Keyboard Bundle - Blue Mint,,Rp260.000,22,4.6,https://www.tokopedia.com/clover-gaming/fantech-go-wk897-wk-897-go-mochi80-wireless-mouse-keyboard-bundle-blue-mint-9d687?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"Bluetooth susah conet,udh 2 perangkat,sisanya mantap || "
"Logitech G102 RGB v2 Lightsync G102LS G203 RGB Gaming Mouse - Black, Standar",Clover Gaming Indonesia,Rp269.000,1 rb+,5,https://www.tokopedia.com/clover-gaming/logitech-g102-rgb-v2-lightsync-g102ls-g203-rgb-gaming-mouse-1729383637030700904?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"Produk original dan berfungsi dengan baik. Respon seller juga cepat. Udah kesekian kalinya belanja disini dan masih tidak mengecewakan. Seperti biasa kalau belanja di C... || Mouse-nya nyaman dipakai, keren, awet jugaaa. Respon seller juga gercep banget seperti biasanya. Packing juga aman banget. Recommended pokoknya.. || mantep nih cuma agak penyok dikit dusnya overall fisik & fungsi aman ga ada kendala. Semoga awet.."
Fantech ARIA XD7 V2 ARIA II Wireless Gaming Mouse Tri Mode Connection Lightweight - Hitam,Clover Gaming Indonesia,Rp579.000,16,5,https://www.tokopedia.com/clover-gaming/fantech-aria-xd7-v2-aria-ii-wireless-gaming-mouse-tri-mode-connection-lightweight-hitam-27c3f?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"saller nya fast respon,siang pesan,sore paket dah nyampe, packing nya cukup, unit nya langsung test ,nyala berfungsi dengan baik, thx mang kurirnya,, thx CLOVER GAMING IN..."
Rexus Arka II 107 Wireless 2.4GHz RGB Dual Connection - Gaming Mouse - Black V2,Clover Gaming Indonesia,Rp309.000,250+,4.9,https://www.tokopedia.com/clover-gaming/rexus-arka-ii-107-wireless-2-4ghz-rgb-dual-connection-gaming-mouse-1730728902035277672?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"barang berfungsi dengan baik, packing aman dan rapih, pokoknya puas belanja di sini. cepat diprosesnya. mantap || kualitas barang melebihi harganya, premium charging cable, kereen || produk berfungsi dgn baik.. pengiriman sehari dgn paxel.. biarpun dikemas tidak tebal tp tiba dgn aman"
Rexus Xierra X16 RGB - X 16 X-16 Macro Gaming Mouse - Black,Clover Gaming Indonesia,Rp165.000,250+,5,https://www.tokopedia.com/clover-gaming/rexus-xierra-x16-rgb-x-16-x-16-macro-gaming-mouse-1729383362339702632?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"mantap mousenya keren, sesuai expektasi, sesuai sama deskripsi iklan, rgb nya keren bisa diaetting pake software rexus, ada setting button, macro, dpi dan led. terbaik, h... || Mantab cocok breng cpet sampai, no lecet mulus GK ad kendala saat di coba || produk sampai dengan baik dan sesuai deskripsi penjualnya ramah dan sangat membantu bila ada masalah"
Razer Deathadder Essential Gaming Mouse - Black,Clover Gaming Indonesia,Rp259.000,500+,4.9,https://www.tokopedia.com/clover-gaming/razer-deathadder-essential-gaming-mouse-1729383104723322728?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"Pengiriman cepat, Barang bagus, pokoknya best lah || I bought the white color and the color is very good and consistent, overall bagus banget sih, pengantarannya sesuai estimasi jugaa, udah bisa drag click untuk para pemain... || Packingan aman, tidak ada kerusakan , ,Mouse nya Enak,mouse nya licinn bagus buat main game"
Sades Ryunix Kojin MX10 MX-10 Wireless Gaming Mouse Triple Connection Ambidextrous Swappable Switch MX 10 Kojin - Black,Clover Gaming Indonesia,Rp650.000,7,5,https://www.tokopedia.com/clover-gaming/sades-ryunix-kojin-mx10-mx-10-wireless-gaming-mouse-triple-connection-ambidextrous-swappable-switch-mx-10-kojin-black-a0c59?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"Mouse nya keren abis, GG banget sih. Bentuknya cakep, fiturnya juga keren. Bisa ganti2 switch itu useful bgt, soalnya double click tuh dimana2 penyakit kronisnya mouse. 3... || mouse mendarat selamat dan lancar digunakan, kirain 80gram bakal berat banget ternyata sama aja."
Fantech Kanata VX9 / VX-9 Wired Gaming Mouse Ambidextrous VX 9,Clover Gaming Indonesia,Rp85.000,100+,5,https://www.tokopedia.com/clover-gaming/fantech-kanata-vx9-vx-9-wired-gaming-mouse-ambidextrous-vx-9?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,Ringan. Cable Sudah Braided. Murah. Pengiriman Instan. Respons Cepat. Garansi Lengkap. Bahan Ringan Plastik. Sesuai Harga. || Berfungsi dengan baik. Mouse murah tp gak murahan 👍 || barang berfungsi dengan baik mantap ehh oke
Rexus Pico PM100 / PM-100 M Wireless Office Mouse Laser Pointer Pocket - Beige,Clover Gaming Indonesia,Rp249.000,15,5,https://www.tokopedia.com/clover-gaming/rexus-pico-pm100-pm-100-m-wireless-office-mouse-laser-pointer-pocket-beige-80cb0?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,Pertama kali menggunakan mouse kecil ini terasa aneh dan tidak biasa. Ada ruang kosong di telapak tangan ketika digerakan haha.. Mouse ini berguna bagi saya karena bentu... || Lebih berat rempeyek 👍🏻 || Good stuff
Logitech G102 RGB v2 Lightsync Gaming Mouse - G102LS G203 G-102 RGB - G102LS White,Clover Gaming Indonesia,Rp269.000,250+,5,https://www.tokopedia.com/clover-gaming/logitech-g102-prodigy-mouse-gaming-g102ls-white?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,mantap min pengiriman cepat + bonus dll mouse mantap || bagus brang 100% ori masih ada sticker dan kertas di box dri logitech😍 || Mouse nya masih segel dan bisa digunakan dengan baik
Fantech Kanata Wireless WG9 Mouse Silent Click,,Rp139.000,50+,4.9,https://www.tokopedia.com/clover-gaming/fantech-kanata-wireless-wg9-mouse-silent-click?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,Bahan: Bagus mulus rapi bahan plastik kokoh kuat Perakitan: Ga delay bagus silent klick ||  || 
Rexus Q35 Silent Click - Mouse Wireless Office - White,Clover Gaming Indonesia,Rp70.000,250+,5,https://www.tokopedia.com/clover-gaming/rexus-q35-silent-click-mouse-wireless-office-1729456463262223208?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"mntap barangnya, pesanan cepet sampe, respon penjual juga ok || pengiriman cepat, respon admin Baik ramah, barang bagus ga ada problem or cacat.. sukses terus || pengiriman cepet banget dari bandung ke sumedang, 24 jam langsung sampe, fast respon juga kalo ditanya, mouse juga mulus fungsi oke. gacor"
Rexus Clif QV-260 QV260 Vertical Gaming Mouse Wireless Dual-Mode - Putih,Clover Gaming Indonesia,Rp169.000,500+,5,https://www.tokopedia.com/clover-gaming/rexus-clif-qv-260-qv260-vertical-gaming-mouse-wireless-dual-mode-putih-ad219?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"barang bagua dan rekomended, pelayanan profesional, packing aman rapih, harga murah kualitas premium sama dengan mouse dengan harga 1 juta lebih, mouse masih dalam keadaa... || Nyaman di genggam, mouse ga clicky jadi senyap saat diklik. Build quality-nya ok. Seller juga responsif. Mantappp. || Sangat ergonomis dan nyaman untuk dipakai, konektivitas nya sangat baik dengan fitur yang melimpah."
Rexus Xierra X15 RGB Macro Gaming Mouse X 15 X-15 - Silver,Clover Gaming Indonesia,Rp159.000,250+,5,https://www.tokopedia.com/clover-gaming/rexus-xierra-x15-rgb-macro-gaming-mouse-x-15-x-15-silver?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"goks barang sampe jg👍😁mouse nya blm dipake tapi, selebihnya sesuai gambar dan deskripsi semoga awet sama sukses tokonya👍😁👍 || mantap. respond seller cempat, pengiriman cepat || pengiriman cepat, barang sesuai dengan yang di foto, best lah"
Rexus Shaga RX130 RX-130 Wireless Gaming Mouse with Charging Dock - Black,Clover Gaming Indonesia,Rp379.000,100+,5,https://www.tokopedia.com/clover-gaming/rexus-shaga-rx130-rx-130-wireless-gaming-mouse-with-charging-dock-black-6a205?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"barang sesuai, garansi resmi, sudah dipakai sebulan masih bagus mantap lah || kondisi barang bagus, tetapi ada 1 masalah yaitu bunyi dari dalam mouse di bagian tombol switch || best value, harga segini udh dapet charging dock enak banget buat org yg suka lupa charge mouse wireless kaya sy"
Fantech WG12 RAIGOR Gen III Wireless Gaming Mouse WG 12,Clover Gaming Indonesia,Rp78.000,22,5,https://www.tokopedia.com/clover-gaming/fantech-wg12-raigor-gen-iii-wireless-gaming-mouse-wg-12?extParam=whid%3D709918%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"Mantap mousenya, stabil, ekstra button di kiri dan tengah membantu banget buat main Action RPG. Gak nyangka dengan harga segitu udah dapat mouse gaming bagus || mantull"
Fantech W608 Go Wireless Office Mouse 2.4Ghz 1200DPI W-608 W 608 - Black,Clover Gaming Indonesia,Rp50.000,30+,4.9,https://www.tokopedia.com/clover-gaming/fantech-w608-go-wireless-office-mouse-2-4ghz-1200dpi-w-608-w-608-black-a0dde?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"respon seller dan proses di toko singkat, pengiriman juga cepat dengan kurir instan. packing aman sentosa, sampai dengan aman tanpa penyok. ukuran mouse agak kecil tapi... || MOUSE MURAH. BAGUS. GAK KOPONG. MANTEP BUAT NGANTOR2"
Rexus Xierra S5 Aviator Wireless Red - Gaming Mouse Original Resmi - Black,Clover Gaming Indonesia,Rp102.000,500+,5,https://www.tokopedia.com/clover-gaming/rexus-xierra-s5-aviator-wireless-red-gaming-mouse-original-resmi-1729383362405893992?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"Bagus banget, desainnya sleek dan cakep. Enak gripnya. Seller komunikatif, butuh urgent dan segera diusahain kirim cepet. || material cukup harga overkill kualitas sesuai harga lebih berisik dari logi m170 || Mouse ini sangat responsif dan nyaman digunakan. Desain ergonomisnya mendukung penggunaan jangka panjang tanpa pegal. Cocok untuk bekerja maupun bermain game. Koneksi sta..."
Lamzu Atlantis OG V2 Pro Wireless Superlight Gaming Mouse - Elegant Blue,Clover Gaming Indonesia,Rp1.499.000,12,5,https://www.tokopedia.com/clover-gaming/lamzu-atlantis-og-v2-pro-wireless-superlight-gaming-mouse-1729974969054825320?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,sempet ragu bakal kekecilan ternyata shape nya nyaman banget di tangan yg biasa palm grip || Cocok buat main valorant
"Noir M2 / M-2 Series Wireless Gaming Mouse Lightweight 4k PAW 3395 - Black, M2 1k",Clover Gaming Indonesia,Rp629.000,30+,5,https://www.tokopedia.com/clover-gaming/noir-m2-m-2-series-wireless-gaming-mouse-lightweight-4k-paw-3395-black-m2-1k-a6a4d?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,Ukuran mouse pas ditangan. Best value mouse. Nyaman dan praktis tinggal plug and play dah || Mantap berfungsi dengan baik || Hampang bener
Fantech WGC5s WGC-5s Blake S Wireless Gaming Mouse Dual Mode WGC 5s - Black,,Rp339.000,30+,5,https://www.tokopedia.com/clover-gaming/fantech-wgc5s-wgc-5s-blake-s-wireless-gaming-mouse-dual-mode-wgc-5s-black-5afa8?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"barang sampai dengan selamat, di tes normal, semoga ga ada eror dan tetep lancar, awet, barang bagus. ringan, pengiriman cepet ||  || "
Fantech MP25 Sven Gaming Mousepad - MP256 Vigil,Clover Gaming Indonesia,Rp12.900,1 rb+,4.9,https://www.tokopedia.com/clover-gaming/fantech-mp25-sven-gaming-mousepad-mp256-vigil-b3d5a?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"mousepad nya keren. bahannya bagus, jahitannya kuat. cocok untuk kerja kantoran, desain sampai gaming tipis-tipis. packing baik dan pengiriman juga cepat. recommended. || mantap,, licin banget. Bagian bahan kain || bag dapid gejetin memberi laiks 👍 aim membaik setelah membeli mosped ini, tentu saja karena saya pro ☝️😎👍"
Fantech W193 W-193 Go Dual Mode Wireless Office Mouse W 193 - Beige,Clover Gaming Indonesia,Rp89.000,40+,5,https://www.tokopedia.com/clover-gaming/fantech-w193-w-193-go-dual-mode-wireless-office-mouse-w-193-1729771200703728488?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"mantap, suaranya silent, digenggam pas, rubber di sampingnya bikin nyaman, lebih gede dikit dibanding logitech yg M221 || proses cepat, pengiriman kilat, barangnya juga sesuai. keren || Suka banget, enak di pakai dan gemuk kalau di pegang gemoi"
Lamzu Maya WIreless Gaming Mouse Ergonomic Superlight PIXART 3395 - White,Clover Gaming Indonesia,Rp1.549.000,11,5,https://www.tokopedia.com/clover-gaming/lamzu-maya-wireless-gaming-mouse-ergonomic-superlight-pixart-3395-1730674623720753000?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,debesttttt ngirim secepat kilat maya is one of the best mouse || Nyaman dan praktis tinggal plug and play Ukuran mouse pas ditangan. Best value mouse
Rexus Xierra G10 RGB Gaming Mouse - Black,Clover Gaming Indonesia,Rp109.000,40+,4.9,https://www.tokopedia.com/clover-gaming/rexus-xierra-g10-rgb-gaming-mouse-1729383362339899240?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"mouse nya pas ditangan, cuma klik kirinya terkadang sedikit berdecit || pengiriman cepat, mantap || Bagussss"
Noir x Isha Hening Abstraite Deskmat Mousepad Gaming Aesthetic - Color,Clover Gaming Indonesia,Rp199.000,9,5,https://www.tokopedia.com/clover-gaming/noir-x-isha-hening-abstraite-deskmat-mousepad-gaming-aesthetic-1729663733437205352?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,
Logitech G Pro X Superlight 2 Mouse Gaming Wireless E-Sports - Black,Clover Gaming Indonesia,Rp2.459.000,50+,5,https://www.tokopedia.com/clover-gaming/logitech-g-pro-x-superlight-2-mouse-gaming-wireless-e-sports-1729710448733031272?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"semoga awet , lebih beda dari sensor dan kliknya dari mouse yg sebelumnya di pakai || buat first buy seri gpx ini worth banget. tapi sedikit saran kalau upgrade dari superlight 1 mending jangan dulu. || sesuai deskripsi, cepat diprosess!"
Lamzu Atlantis Mini Pro Wireless Superlight Gaming Mouse - Polar White,Clover Gaming Indonesia,Rp1.499.000,9,5,https://www.tokopedia.com/clover-gaming/lamzu-atlantis-mini-pro-wireless-superlight-gaming-mouse-1729974975722195816?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,
Fantech W605 Go Wireless Office Mouse 2.4Ghz 1600DPI W-605 W 605 - Beige,Clover Gaming Indonesia,Rp50.000,30+,5,https://www.tokopedia.com/clover-gaming/fantech-w605-go-wireless-office-mouse-2-4ghz-1600dpi-w-605-w-605-beige-3b4e0?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,
Noir Neo Melo Mouse Wireless Bluetooth Silent Click Slim USB C Charging - Matcha,Clover Gaming Indonesia,Rp135.000,70+,5,https://www.tokopedia.com/clover-gaming/noir-neo-melo-mouse-wireless-bluetooth-silent-click-slim-usb-c-charging-1729713260418206568?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"Mouse super recommended, feel dipegang solid banget, kualitas jauh diatas harga || ini enak banget dipegang, silent click, desainnya lucu banget juga. pengiriman gercep dan packaging secure. thank you seller 🙏 || pesanan cepat sampai, barang sesuai"
Fantech WG12RS RAIGOR Gen III Rechargeable Wireless Gaming Mouse WG12 Rs WG-12Rs - White,Clover Gaming Indonesia,Rp95.000,100+,5,https://www.tokopedia.com/clover-gaming/fantech-wg12rs-raigor-gen-iii-rechargeable-wireless-gaming-mouse-wg12-rs-wg-12rs-white-d6c84?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"Ukuran mouse pas ditangan. Best value mouse Nyaman dan praktis tinggal plug and play || diterima dengan aman, udah dipakai..ringan dan silent click, untuk harga segitu cukup bagus..semoga awet || orderan cepat, barang datang dengan aman, kualitas bagus rekomen"
"Razer DeathAdder V2 X HyperSpeed Wireless Gaming Mouse V2X - Black, Standar",Clover Gaming Indonesia,Rp599.000,100+,5,https://www.tokopedia.com/clover-gaming/razer-deathadder-v2-x-hyperspeed-wireless-gaming-mouse-v2x-1729384358867928936?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"pembeli ramah dan responsif. produk razer. ringan, pas di genggaman. bisa atur sensitivitas, bisa assign tombol 4 dan 5 di samping kiri. dan yang penting: produk bisa re... || Awalnya mikir ini ori apa ngga.. tp ternyata Kereen.. langsung konek ke synapse.. || Respon penjual cepat dan baik, proses cepat, packaging aman 👍🏻"
